date,open,high,low,close,volume,barCount
20240202,1.32,1.33,1.22,1.27,28790.93,4490
20240205,1.29,1.3,1.14,1.18,39755.98,6992
20240206,1.21,1.25,1.19,1.24,20176.49,3554
20240207,1.27,1.27,1.11,1.135,32692.39,6111
20240208,1.15,1.18,1.13,1.16,19077.83,4409
20240209,1.18,1.27,1.161,1.25,56182.24,9748
20240212,1.3,1.53,1.265,1.39,145140.94,21410
20240213,1.34,1.34,1.185,1.21,82967.91,13000
20240214,1.28,1.4,1.24,1.3,135776.13,18480
20240215,1.47,1.515,1.2,1.5,193212.71,22836
20240216,1.55,1.74,1.48,1.69,178322.17,22440
20240220,1.83,1.83,1.52,1.64,112679.09,15177
20240221,1.54,1.57,1.45,1.52,52300.78,8399
20240222,1.63,1.7,1.58,1.6,64298.6,9156
20240223,1.62,1.63,1.47,1.58,59146.36,8858
20240226,1.57,1.89,1.556,1.86,104519.37,13306
20240227,1.89,1.97,1.75,1.83,62730.62,9912
20240228,1.82,2.19,1.78,2.01,127319.95,17046
20240229,2.07,2.21,1.825,1.88,95574.13,15714
20240301,1.98,1.99,1.72,1.86,86627.67,12516
20240304,1.92,1.98,1.66,1.69,87338.45,13024
20240305,1.6,1.66,1.52,1.57,50837.55,7088
20240306,1.64,1.84,1.63,1.78,62515.04,8718
20240307,1.83,2.12,1.79,2.08,126437.1,20791
20240308,2.08,2.36,1.91,1.98,152047.21,23558
20240311,2.05,2.13,1.85,1.86,75025.4,12752
20240312,1.96,2.22,1.86,2.21,144945.79,27214
20240313,2.22,2.27,2.0,2.04,104124.62,18297
20240314,2.1,2.13,1.94,1.98,89331.76,14507
20240315,1.8,2.05,1.78,1.965,58301.8,9481
20240318,2.04,2.06,1.94,2.03,57376.05,10765
20240319,1.97,1.98,1.72,1.75,113162.95,20877
20240320,1.79,1.8,1.64,1.71,81870.95,13256
20240321,1.8,1.82,1.67,1.69,54399.19,8695
20240322,1.7,1.73,1.61,1.63,51055.18,9179
20240325,1.61,1.72,1.59,1.64,59261.51,10033
20240326,1.67,1.68,1.51,1.51,67882.51,11797
20240327,1.52,1.58,1.44,1.54,70890.99,10636
20240328,1.52,1.575,1.49,1.53,38012.96,7601
20240401,1.58,1.59,1.44,1.46,56720.18,11111
20240402,1.39,1.5,1.33,1.37,56287.12,8985
20240403,1.38,1.43,1.35,1.4,43998.18,8651
20240404,1.45,1.49,1.36,1.39,50954.77,8892
20240405,1.35,1.38,1.31,1.34,39077.95,8745
20240408,1.36,1.42,1.3,1.36,42458.18,6913
20240409,1.36,1.42,1.31,1.35,23092.56,4547
20240410,1.3,1.335,1.25,1.26,38778.52,7061
20240411,1.25,1.29,1.14,1.25,53560.21,8397
20240412,1.25,1.25,1.16,1.18,31648.93,5303
20240415,1.18,1.18,1.06,1.08,45919.68,5977
20240416,1.1,1.29,1.09,1.21,65584.64,8118
20240417,1.24,1.315,1.16,1.18,51459.12,7136
20240418,1.19,1.255,1.16,1.17,23774.15,3952
20240419,1.06,1.155,1.06,1.1,32888.65,4304
20240422,1.19,1.2,1.08,1.13,45229.03,10344
20240423,1.13,1.27,1.13,1.19,56094.72,10100
20240424,1.22,1.26,1.125,1.15,27913.97,5079
20240425,1.14,1.17,1.1,1.17,23308.83,3057
20240426,1.18,1.275,1.18,1.27,35125.1,4731
20240429,1.3,1.4,1.29,1.34,48011.61,7257
20240430,1.32,1.36,1.26,1.28,26484.43,4711
20240501,1.24,1.4,1.225,1.31,35968.24,6738
20240502,1.35,1.37,1.28,1.31,17703.19,3273
20240503,1.38,1.43,1.34,1.4,27974.27,4501
20240506,1.42,1.45,1.32,1.39,39097.05,6791
20240507,1.38,1.38,1.28,1.29,22318.82,4407
20240508,1.31,1.32,1.24,1.25,24782.03,5167
20240509,1.3,1.34,1.26,1.28,23471.79,4220
20240510,1.22,1.255,1.15,1.16,34037.98,5505
20240513,1.2,1.35,1.19,1.27,47881.44,7120
20240514,1.27,1.35,1.25,1.32,31321.65,6150
20240515,1.35,1.35,1.21,1.22,37672.11,6551
20240516,1.22,1.23,1.14,1.15,42676.22,5951
20240517,1.16,1.1796,1.11,1.15,27935.75,5014
20240520,1.15,1.17,1.1,1.13,25439.58,4461
20240521,1.115,1.13,1.06,1.1,33832.98,4454
20240522,1.13,1.13,1.06,1.07,25772,3693
20240523,1.17,1.24,1.05,1.06,38537.08,5641
20240524,1.08,1.1099,1.04,1.07,28475.1,5100
20240528,1.08,1.09,1.01,1.05,39037.64,5566
20240529,1.07,1.12,1.04,1.06,58628.38,7516
20240530,1.1,1.12,1.04,1.05,32407.15,6098
20240531,1.06,1.11,1.03,1.05,39298.57,5804
20240603,1.07,1.09,1.01,1.03,27595.58,4678
20240604,1.03,1.04,1.0,1.02,32051.91,4507
20240605,1.02,1.07,0.98,1.05,42698.54,6103
20240606,1.03,1.06,1.02,1.05,14627.36,2999
20240607,1.04,1.0699,1.0,1.02,18357.08,2993
20240610,1.0,1.06,1.0,1.03,18158.52,2911
20240611,1.04,1.055,1.02,1.05,13436.8,2616
20240612,1.06,1.08,1.0,1.02,30878.18,5220
20240613,1.02,1.04,1.0,1.02,18944.99,3945
20240614,1.01,1.02,0.98,0.9864,22624.47,5013
20240617,1.0,1.06,0.981,1.04,38509.7,5852
20240618,1.02,1.04,0.98,0.98,19031.03,4000
20240620,0.9653,0.98,0.88,0.88,82356.89,11000
20240621,0.8949,0.9749,0.889,0.9531,57484.37,8538
20240624,0.95,1.01,0.95,0.9644,29595.09,5199
20240625,0.9787,0.9787,0.8905,0.8967,38784.51,9284
20240626,0.9027,0.9369,0.8905,0.9061,38015.52,8920
20240627,0.9167,1.06,0.9065,1.05,71669.21,11805
20240628,1.07,1.1,1.01,1.07,41509.2,10138
20240701,1.08,1.08,0.9732,0.9987,41409.01,7398
20240702,0.9869,1.02,0.9237,0.9491,33434.65,5438
20240703,0.95,0.9756,0.93,0.96,18699.47,3173
20240705,0.96,1.02,0.9455,0.992,28368.6,4528
20240708,1.0,1.06,1.0,1.04,39727.24,6218
20240709,1.06,1.06,0.995,1.04,25777.7,3141
20240710,1.04,1.4,1.01,1.08,333623.54,35905
20240711,1.145,1.15,0.992,1.02,134552.62,16196
20240712,1.03,1.11,1.03,1.08,79129.56,9766
20240715,1.1,1.23,1.09,1.19,92890.04,8714
20240716,1.19,1.29,1.13,1.28,65898.26,8892
20240717,1.25,1.28,1.14,1.17,70045.6,10054
20240718,1.2,1.21,1.07,1.09,43005.27,5417
20240719,1.09,1.09,1.03,1.04,35081.46,3598
20240722,1.07,1.08,1.01,1.05,35110.78,3578
20240723,1.04,1.12,1.035,1.12,29135.54,3042
20240724,1.09,1.125,1.02,1.02,26899.96,3766
20240725,1.04,1.1,1.01,1.04,36230.54,4246
20240726,1.06,1.07,1.01,1.07,28937.41,4070
20240729,1.07,1.1,1.02,1.03,20013.54,3630
20240730,1.02,1.05,0.9841,0.9904,64022.13,6976
20240731,1.0,1.06,0.9953,1.03,19041.45,3100
20240801,1.03,1.04,0.9352,0.948,102913.06,12194
20240802,0.91,0.9262,0.89,0.8972,62878.51,9499
20240805,0.7663,0.8374,0.75,0.7961,68037.28,9868
20240806,0.86,0.8959,0.8112,0.8462,34634.73,6556
20240807,0.87,0.9,0.7778,0.7778,30115.64,5523
20240808,0.7978,0.8423,0.7778,0.8305,29882.32,6863
20240809,0.82,0.82,0.756,0.7902,32055.67,5641
20240812,0.82,0.9166,0.8176,0.8537,44319.59,10185
20240813,0.88,0.9469,0.87,0.8966,28852.5,4280
20240814,0.9129,0.92,0.83,0.8409,24410.18,4582
20240815,0.8582,0.9164,0.8563,0.8856,25497.96,5461
20240816,0.89,0.9158,0.88,0.8982,27892.11,5054
20240819,0.9,0.9163,0.86,0.87,30240.59,6326
20240820,0.86,0.8728,0.835,0.836,22221.56,6093
20240821,0.845,0.9423,0.8415,0.9275,43514,4355
20240822,0.93,0.945,0.8916,0.9068,17947.09,2905
20240823,0.9093,0.9833,0.908,0.9659,25387.12,3510
20240826,0.95,0.96,0.9381,0.9459,12927.45,2203
20240827,0.935,0.94,0.899,0.91,18314.66,2890
20240828,0.9,0.9133,0.843,0.8599,26272.79,4228
20240829,0.871,0.9168,0.871,0.8807,22905.24,3768
20240830,0.8919,0.9169,0.8622,0.9164,15461.5,3707
20240903,0.92,0.92,0.8155,0.8312,21447.78,3748
20240904,0.8243,0.874,0.82,0.835,13656.65,2806
20240905,0.86,0.86,0.7999,0.8,21431.14,7408
20240906,0.81,0.82,0.74,0.7536,36614.26,5553
20240909,0.7985,0.7985,0.66,0.6881,76045.53,11422
20240910,0.7115,0.7351,0.673,0.7336,44702.67,8196
20240911,0.72,0.81,0.72,0.8044,30087.92,3775
20240912,0.81,0.835,0.7724,0.8202,16596.35,3032
20240913,0.8278,0.8617,0.8251,0.8526,25166.09,3380
20240916,0.8347,0.8398,0.795,0.8216,30803.83,4898
20240917,0.83,0.86,0.811,0.8404,18294.23,3410
20240918,0.844,0.88,0.82,0.82,36401.29,4813
20240919,0.8492,0.8556,0.8131,0.8151,17728.57,2899
20240920,0.8109,0.8302,0.7939,0.7939,15200.76,3349
20240923,0.79,0.8058,0.757,0.765,24701.2,5003
20240924,0.772,0.787,0.75,0.76,19248.03,4192
20240925,0.7672,0.7731,0.71,0.7402,29600.79,6114
20240926,0.7471,0.79,0.735,0.7781,23635.44,3238
20240927,0.7888,0.8465,0.75,0.8102,39559.04,4319
20240930,0.8041,0.83,0.78,0.7831,17436.78,2658
20241001,0.7891,0.7955,0.745,0.753,17371.43,2738
20241002,0.7598,0.7838,0.7325,0.7644,14446.86,2181
20241003,0.75,0.7658,0.7425,0.748,12974.01,2245
20241004,0.7664,0.81,0.74,0.7849,18687.33,2069
20241007,0.78,0.81,0.7703,0.7847,13808.26,2491
20241008,0.7853,0.8,0.771,0.7789,16782.61,2439
20241009,0.79,0.7909,0.75,0.7659,25435.98,3158
20241010,0.7572,0.7628,0.725,0.7555,19148.75,3209
20241011,0.74,0.8278,0.74,0.8164,27735.51,3119
20241014,0.82,0.849,0.8026,0.8422,25689.71,3938
20241015,0.8391,0.8391,0.7909,0.8105,13824.34,3162
20241016,0.8187,0.96,0.8041,0.92,80470.95,7808
20241017,0.94,0.9882,0.91,0.951,46547.21,5445
20241018,0.98,1.185,0.9764,1.11,112216.61,13064
20241021,1.17,1.3,1.09,1.28,123294.92,15509
20241022,1.27,1.33,1.15,1.23,71961.93,11086
20241023,1.19,1.38,1.15,1.21,100466.75,13103
20241024,1.3,1.33,1.18,1.2,55829.96,8561
20241025,1.23,1.31,1.2,1.22,73180.11,9744
20241028,1.27,1.54,1.25,1.5,146449.96,16158
20241029,1.62,1.73,1.4,1.46,165053.01,22919
20241030,1.37,1.505,1.32,1.41,82210.73,11026
20241031,1.41,1.43,1.24,1.32,50707.82,6472
20241101,1.3,1.349,1.22,1.23,43367.32,4948
20241104,1.21,1.22,1.12,1.13,47529.8,6467
20241105,1.11,1.16,1.06,1.12,42197.9,5778
20241106,1.18,1.25,1.13,1.2,50720.31,6776
20241107,1.22,1.47,1.21,1.43,119289.43,12166
20241108,1.4,1.62,1.4,1.51,154401.32,19505
20241111,1.665,1.69,1.4,1.52,145957.61,21054
20241112,1.31,1.5,1.25,1.49,91167.07,12667
20241113,1.51,1.89,1.48,1.7,218972.63,24264
20241114,1.84,1.85,1.53,1.55,272963.7,41348
20241115,1.6,1.605,1.38,1.41,135883.78,17745
20241118,1.49,1.49,1.28,1.3,111383.55,13356
20241119,1.33,1.375,1.29,1.31,102393.03,13580
20241120,1.38,1.49,1.32,1.35,140163.33,16009
20241121,1.48,1.55,1.37,1.48,310833.99,41883
20241122,1.69,1.8498,1.54,1.74,770781.7,86386
20241125,2.64,3.37,2.37,2.75,2079556.08,273429
20241126,2.38,2.68,2.1,2.2,814095.39,103774
20241127,2.45,2.52,2.3,2.4,459183.79,59151
20241129,2.52,3.11,2.42,3.05,1014203.85,133158
20241202,3.52,3.66,2.84,3.02,1039110.11,146203
20241203,2.93,3.25,2.76,3.14,603486.63,79399
20241204,3.03,3.29,2.9501,3.11,428382.91,51209
20241205,3.08,3.55,2.88,3.18,834265.26,91932
20241206,3.33,4.39,3.31,4.38,1205444.19,150556
20241209,5.06,5.09,4.28,4.47,905260.32,147479
20241210,4.33,6.89,4.28,6.49,2164967.39,366077
20241211,7.95,7.96,5.78,7.38,2486709.7,475249
20241212,6.65,7.89,5.85,5.97,1374622.45,227193
20241213,6.34,7.2,6.05,7.16,1102578.65,177233
20241216,7.17,9.8498,6.71,8.43,2022993.34,397692
20241217,9.25,11.2,8.405,11.13,1777611.15,350087
20241218,11.13,12.75,9.9101,10.69,2340062.7,481974
20241219,10.11,10.18,6.75,7.47,1504167.2,271523
20241220,7.26,10.08,6.93,9.37,1764557.7,322992
20241223,12.14,12.3,10.44,10.96,1764383.33,348535
20241224,11.05,12.2799,10.34,11.35,902261.15,164956
20241226,11.2,15.5,10.76,15.44,1811648.57,366055
20241227,16.86,19.35,15.44,17.08,2651374.74,573957
20241230,15.69,18.2395,14.4,17.0,1376034.99,283310
20241231,17.49,18.0,15.02,15.26,1185558.45,246541
20250102,16.14,20.0,15.3,20.0,1639778.32,346321
20250103,18.95,20.37,17.7,19.02,1394981.43,306543
20250106,18.54,21.42,18.53,19.51,1152528.86,262486
20250107,19.8,20.1,17.55,18.39,742078.08,180566
20250108,12.805,12.92,9.0,10.04,2448123.62,605148
20250110,9.88,10.74,8.43,8.93,1364085.95,317542
20250113,7.33,8.37,5.95,6.05,1553063.49,326000
20250114,6.57,8.97,6.56,8.95,3095340.4,610064
20250115,10.37,11.56,9.73,10.94,3055234.45,706294
20250116,10.35,11.74,10.01,11.24,2083740.94,458051
20250117,10.53,11.16,9.77,9.83,1351349.59,291390
20250121,10.38,14.07,10.38,13.98,2037499.44,408306
20250122,14.09,14.46,12.755,13.91,1382621.93,339202
20250123,13.11,14.63,12.99,13.47,1157673.4,268211
20250124,13.94,16.2,13.15,13.2,1944754.26,464601
20250127,12.03,13.57,11.8,12.45,1032547.36,208962
20250128,13.445,13.5,12.1,13.08,909411.12,182510
20250129,12.82,13.935,12.37,12.66,970780.28,224710
20250130,13.13,13.37,12.12,12.3,861469.71,191869
20250131,12.31,14.58,12.27,13.17,1875186.06,401498
20250203,12.44,13.83,11.87,13.47,1176328.25,250176
20250204,14.095,15.15,13.28,13.72,1416739.64,296840
20250205,14.01,14.39,13.33,13.83,1067447.95,220684
20250206,13.97,14.49,13.07,13.29,678990.56,158002
20250207,13.68,13.85,12.4366,12.85,871001.49,190083
20250210,12.71,12.99,12.22,12.35,567912.7,121932
20250211,12.49,12.5,11.0,11.02,644200.09,138051
20250212,10.935,12.23,10.85,11.75,681070.5,126563
20250213,12.05,12.25,11.37,12.25,579694.48,113028
20250214,12.18,12.23,11.44,11.81,432428.56,84335
20250218,11.37,11.43,10.345,10.52,530471.75,108945
20250219,10.69,11.56,10.24,11.03,897669.7,177070
20250220,12.09,12.15,10.95,11.47,805466.07,187084
20250221,11.585,12.34,10.47,10.75,766778.48,147925
20250224,10.595,10.71,9.99,10.12,573822.37,102628
20250225,9.92,10.08,8.91,9.03,520193.54,107280
20250226,9.43,9.87,9.13,9.28,435298.04,67171
20250227,9.15,9.42,8.03,8.03,381261.46,88567
20250228,7.97,8.75,7.7712,8.46,480011.85,81626
20250303,8.54,8.74,7.52,7.7,401850.18,88206
20250304,7.06,8.24,7.025,7.86,428433.62,90629
20250305,7.85,8.24,7.61,8.18,328066.56,87589
20250306,7.33,9.12,7.2,8.51,813956.68,170241
20250307,8.551,9.5,8.26,9.35,689694.79,135635
20250310,9.03,9.12,7.5301,7.91,566628.79,116478
20250311,7.83,8.27,7.57,8.05,421685.62,88543
20250312,8.38,9.1,8.04,8.95,644627.15,143180
20250313,8.88,9.4,8.36,8.75,599272.09,114482
20250314,9.04,11.3,9.02,11.22,1150407.62,256880
20250317,11.3,11.4,10.65,11.16,742292.34,173409
20250318,10.4,11.18,9.9,10.26,583011.35,130856
20250319,10.62,10.82,9.65,9.905,438286.22,97565
20250320,9.72,9.835,8.68,8.99,578828.92,133468
20250321,8.5,9.14,8.45,9.07,407186.02,84066
20250324,9.43,9.83,9.28,9.78,417255.77,93695
20250325,9.56,10.02,9.47,9.82,328587.27,71300
20250326,9.89,10.31,9.09,9.18,384359.69,94696
20250327,9.02,9.19,8.41,8.47,260620.64,54597
20250328,8.4,8.4189,7.7816,8.15,248350.81,53698
20250331,7.77,8.295,7.68,7.92,262877.78,54880
20250401,8.08,8.1268,7.51,7.81,278988.28,53915
20250402,7.57,8.92,7.55,8.49,394085.96,79566
20250403,7.98,8.31,7.91,8.15,257984.02,57985
20250404,7.79,7.79,6.98,7.5,319062.15,72283
20250407,6.92,8.78,6.86,8.33,438291.13,91454
20250408,8.94,8.96,7.52,7.72,361851.24,98668
20250409,7.98,9.46,7.7,9.39,498659.07,118580
20250410,9.065,9.74,8.85,9.42,365232.25,100356
20250411,9.46,9.54,8.6901,9.1,236954.9,56798
20250414,9.4,9.7,8.78,8.86,201498.11,53786
20250415,8.85,8.96,8.45,8.62,139085.52,30235
20250416,8.28,8.42,7.98,8.25,130209.61,32800
20250417,8.29,8.475,8.075,8.32,103502.49,28680
20250421,8.17,8.2051,7.8101,8.11,104307.79,22835
20250422,8.23,8.58,8.125,8.57,121296.8,28821
20250423,9.05,9.35,8.87,9.11,227192.17,56606
20250424,9.22,9.73,9.14,9.3,249958.29,59974
20250425,9.23,9.8,8.97,9.37,330420.45,83841
20250428,9.48,10.05,9.01,9.22,277462.88,70962
20250429,9.33,9.44,8.83,8.86,168197.94,40595
20250430,8.59,8.89,8.35,8.87,110727.59,28560
20250501,9.12,9.275,8.935,9.14,138262.6,36988
20250502,9.24,10.92,9.221,10.63,624556.5,184743
20250505,10.38,10.38,9.51,9.695,309398.61,81398
20250506,9.47,9.84,9.2,9.785,145188.68,34035
20250507,9.69,9.8,9.14,9.25,180469.25,52616
20250508,9.94,10.43,9.3,10.31,615933.98,160542
20250509,10.31,10.64,10.04,10.58,526201.06,136299
20250512,11.79,11.98,11.08,11.55,656695.58,148651
20250513,10.25,10.7951,9.85,9.865,639708.66,137257
20250514,10.22,12.39,10.18,11.64,1243335.85,264308
20250515,11.39,11.925,11.18,11.54,465551.41,130608
20250516,12.04,12.52,11.52,11.85,596216.24,137548
20250519,11.49,12.225,11.15,12.05,539197.81,115615
20250520,12.53,12.69,11.51,11.92,790841.73,192793
20250521,11.84,12.07,10.7748,10.96,594166.81,131972
20250522,11.03,14.44,10.94,13.86,1503357.51,374439
20250523,13.04,14.69,12.77,14.02,947451.08,230327
20250527,14.96,15.3,13.75,14.19,653663.88,168118
20250528,13.855,14.49,13.8,14.16,470750.53,119846
20250529,14.41,14.75,13.05,13.15,404361.37,95868
20250530,12.48,12.7499,11.752,12.11,377227.56,97496
20250602,12.265,12.5,11.8225,12.26,254507.6,66269
20250603,12.57,12.83,11.82,12.04,365661.64,85722
20250604,12.12,12.175,11.65,11.82,254134.64,65406
20250605,11.81,11.82,11.1,11.3186,190883.67,46238
